STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USC00390701,"BISON, SD US",45.5286,-102.465,847.3,10/10/1990,0,0,0,72,32
USC00390701,"BISON, SD US",45.5286,-102.465,847.3,10/11/1990,0.2,0,0,67,36
USC00390701,"BISON, SD US",45.5286,-102.465,847.3,10/12/1990,0,0,0,59,26
USC00390701,"BISON, SD US",45.5286,-102.465,847.3,10/13/1990,0,0,0,57,26
USC00390701,"BISON, SD US",45.5286,-102.465,847.3,10/14/1990,0,0,0,54,35
USC00390701,"BISON, SD US",45.5286,-102.465,847.3,10/15/1990,0,0,0,54,36
USC00390701,"BISON, SD US",45.5286,-102.465,847.3,10/16/1990,0.07,0,0,52,36
USC00390701,"BISON, SD US",45.5286,-102.465,847.3,10/17/1990,0.47,,,42,27
USC00390701,"BISON, SD US",45.5286,-102.465,847.3,10/18/1990,0,0,0,49,24
USC00390701,"BISON, SD US",45.5286,-102.465,847.3,10/19/1990,0,0,0,60,24
USC00390701,"BISON, SD US",45.5286,-102.465,847.3,10/20/1990,0,0,0,46,30
USC00390701,"BISON, SD US",45.5286,-102.465,847.3,10/21/1990,0,0,0,54,23
